Age,GS,G,STL,BLK,PF,Two_Pt_Pct,Three_Pt_Pct,FT_PCt,TS_PCt,Three_Pt_Att,FTr,Assist_Pct,Steal_Pct,Block_Pct,Turnover_Pct,Usage_Pct,ORtg,DRtg,Rising_Star
21,63,74.66666667,0.7,1,2.9,0.49,0,0.69,0.53,0.01,0.45,6.9,1.2,3.3,13.3,19.2,110,108,0
19.5,12,56.5,1.2,0.1,1.8,0.5,0.35,0.75,0.53,0.3,0.23,14.9,2.3,0.6,10.5,17,110,115,0
23,0,4,0.3,0,0,0.4,0.67,0.75,0.63,0.38,0,42.5,3.1,0,0,21.8,144,107,0
23,0.333333333,31.66666667,0.3,0.1,1.2,0.5,0.48,0.85,0.68,0.81,0.08,11.4,1.2,0.5,11.2,21.3,126,114,0
23,5.666666667,24,1,0.4,2,0.56,0.32,0.67,0.54,0.45,0.28,7.7,3.2,2.2,15,20.1,106,111,0
22,0,28,0.5,0.1,1,0.41,0.28,0.79,0.44,0.44,0.13,18.8,2.1,0.8,13.8,17.6,93,112,0
23,33.33333333,68.66666667,1.3,0.1,1.7,0.54,0.41,0.82,0.6,0.26,0.36,30.2,2,0.2,15.4,21.2,118,111,0
23.5,0.5,25,0.2,0.1,1.6,0.56,0.36,1,0.57,0.59,0.2,7.8,0.8,0.7,8.4,14.8,119,112,0
22,0,11,0.1,0,0.4,0.7,0.3,0.83,0.75,0,0.6,4.5,1.4,0,7.3,16.7,150,116,0
21,0,1,0,0,0,0,0.3,0.75,0,0,0,0,0,0,0,40.7,65,116,0
21.5,8,52,0.3,0.1,1.1,0.48,0.36,0.71,0.51,0.52,0.23,12.5,1,0.4,8.5,20,104,114,0
21,3.333333333,44,0.5,0.2,1.4,0.48,0.39,0.84,0.52,0.34,0.18,27.3,2.2,1,22.2,20.6,102,114,0
25,10,55,0.8,0.3,2.4,0.47,0,0.81,0.53,0.02,0.58,9,2,1.1,9.8,25.5,109,107,0
20,6,47,0.6,0.1,1.3,0.43,0.39,0.84,0.53,0.48,0.15,11.1,1.1,0.5,11.3,22,100,112,0
21.5,0,12,0.3,0.2,0.2,0.33,0.33,1,0.38,0.18,0.21,11.5,2.3,2.5,29.6,23.4,92,111,0
23,2.333333333,47,1.2,0.6,2.4,0.53,0.38,0.8,0.58,0.3,0.31,16.6,2.9,1.6,14.8,20.9,112,107,0
21.5,0,13,0.1,0,0.4,0.63,0.4,0.75,0.6,0.56,0.17,8.2,1,0,17.2,10.6,116,120,0
22,19.33333333,44.33333333,1,0.1,1.7,0.5,0.3,0.83,0.53,0.27,0.18,30.5,2,0.4,17.6,20.3,105,122,0
24,41,76.33333333,0.5,0.9,3.3,0.55,0.3,0.82,0.59,0.01,0.42,10.8,0.9,3,14.9,19.6,119,110,0
21,62,64,1.5,0.5,2.8,0.49,0.29,0.78,0.53,0.16,0.4,26.1,2.1,1,14.9,26.2,107,111,0
24,6.333333333,35.33333333,0.9,0.4,2.8,0.48,0.25,0.78,0.52,0.34,0.39,11.8,2,1.3,16.3,18.7,102,115,0
22.5,1.5,30.5,0.5,0,1.3,0.35,0.46,0.8,0.43,0.15,0.33,21.4,3.2,0.3,22.9,25.8,80,110,0
30,66,66,0.6,1.1,2.8,0.64,0.3,0.69,0.67,0,0.65,4.5,1,3,14.5,13,133,104,1
20,3.666666667,59.66666667,1.2,0.1,1.3,0.53,0.36,0.88,0.57,0.4,0.25,28,3.2,0.6,16,16.1,119,111,0
22.66666667,0.333333333,3.333333333,1.5,0,2,0.67,0.2,0.5,0.4,0.4,1.25,16.8,2.1,0,33.8,24.3,72,114,0
25,0,23,0.2,0.2,0.4,0.54,0.3,0.57,0.56,0,0.4,6.4,1.6,2.3,6.8,15.1,121,105,0
25.5,0,22.5,0.2,0.4,1.3,0.72,0.3,0.5,0.54,0,0.8,6.6,1.2,3.2,24.5,18.3,109,110,0
24,0,5,0,0,0,0,0,0,0,0.33,0.67,0,0,0,0,18.6,0,116,0
25,5.333333333,26.66666667,0.5,0.2,1.5,0.58,0.55,0.91,0.6,0.55,0.26,9.1,1.7,1.1,19,14.1,102,110,0
23.4,55.6,67,2.4,0.8,2.6,0.53,0.37,0.83,0.58,0.37,0.34,25.2,3.5,2,19.2,30.1,110,108,1
22,0,2,0,0,0,0.5,0.25,0.75,0.38,1,0,0,0,0,0,10.9,95,118,0
23,0,4,0,0.3,0,0.6,0.3,0.75,0.6,0,0,0,0,13.4,16.7,38.5,104,107,0
26,0,21,0.1,0.3,1.1,0.48,0.5,0.86,0.54,0.06,0.21,8.6,0.8,4.9,14.3,15.8,111,105,0
22,0,14,0.1,0.1,0.5,0.56,0.17,1,0.51,0.4,0.27,9.1,1.1,2,15.2,19.1,106,111,0
25,8,37,0.4,0.7,2,0.49,0.3,0.65,0.5,0.27,0.25,5.2,1.5,4.3,20.1,18.6,92,104,0
21,0.333333333,18.66666667,0.5,0.2,1.7,0.63,0.8,0.84,0.75,0.27,0.48,22.8,2.3,1.7,27,23.3,131,113,0
29,0,28,0.6,0,1,0.35,0.31,0.64,0.4,0.14,0.23,26,2.7,0.2,24,17.8,82,107,0
25.5,1.5,5.5,1.8,0.2,2.3,0.44,1,0.73,0.53,0.06,0.19,30.3,3.2,2.3,18.8,26.6,98,114,0
23,4.333333333,63,0.5,0.2,1.4,0.45,0.4,0.87,0.53,0.36,0.16,9.4,1.4,0.7,13.4,17.4,101,115,0
23,9,41.33333333,0.5,0.2,1.7,0.6,0.4,0.75,0.55,0.48,0.38,16,1.3,0.8,15.5,22.6,101,115,0
19.5,43.5,43.5,0.8,1.3,3.8,0.56,0.21,0.8,0.59,0.09,0.44,10.7,1.3,4.5,14.9,19.1,115,110,0
22,1,28,0.4,0.2,1.3,0.54,0.3,0.7,0.55,0.44,0.44,5,2.3,2.5,22.6,14.5,101,111,0
24,14.33333333,58.33333333,0.6,0.3,1.8,0.49,0.37,0.82,0.53,0.35,0.39,7.9,1.6,1.5,12.1,13.1,111,112,0
24,49.33333333,64.66666667,0.7,0.7,2.1,0.46,0.36,0.77,0.49,0.43,0.14,11,1.4,2.3,12.7,21.4,101,112,0
24,56.66666667,76.66666667,1.5,0.2,2.4,0.53,0.41,0.86,0.59,0.44,0.34,10.2,2.3,0.6,12.5,21.3,114,109,0
23,1.666666667,57.33333333,0.8,0.3,1.2,0.47,0.3,0.81,0.5,0.24,0.27,13.3,2.5,1.5,15.1,21.2,103,109,0
27,20,63,0.9,0.1,2.3,0.47,0.22,0.8,0.51,0.1,0.33,28.2,1.8,0.4,15.8,20.1,105,113,0
23,0,8,0.8,0.1,1.3,0.3,0.22,0.5,0.35,0.47,0.32,16.4,4.5,1.1,15.6,16.8,80,103,0
28.5,0,4.5,0,0,1,0.43,0,0.5,0.28,0.33,0.22,28,0,0,26.9,22.1,63,115,0
26,0,2,0,0,0.5,0.5,0,0.75,0,1,0,9,0,0,20,15.9,14,115,0
23,39.33333333,71.33333333,1.1,1,2.5,0.57,0.25,0.67,0.59,0.02,0.37,13.7,1.9,3.8,11.2,21.8,119,109,0
26,4,50.66666667,0.3,0.8,1.9,0.67,0.5,0.58,0.67,0.02,0.46,3.9,1,5.7,11.6,18.1,125,108,0
21,0,19,0.3,0,0.8,0.4,0.33,0.75,0.48,0.43,0.23,30.4,2.3,0,17.2,15.5,105,110,0
23,8.666666667,59.33333333,0.6,0.5,2.1,0.57,0.42,0.73,0.6,0.13,0.55,11.5,1.8,2.7,16.1,22.1,118,111,0
22,64,65,0.7,0.8,2.8,0.52,0.27,0.81,0.53,0.17,0.19,9.8,1,1.6,10.4,20.2,106,113,0
20,6,44.33333333,0.6,0.2,1.4,0.44,0.41,0.64,0.48,0.11,0.57,7.6,1.9,0.9,13.3,18.7,97,111,0
24,0,10,0.9,0.2,1.8,0.43,0.39,0.5,0.48,0.33,0.33,24.6,2.7,1.1,22.5,19.1,92,114,0
23,0,5,1.2,0.6,3.6,0.39,0.07,0.44,0.32,0.33,0.21,23,2.6,2.4,19.3,21.7,67,111,0
27,0,2,0.5,0,2.5,0.33,0.17,0.75,0.34,0.67,0.2,11.4,7.1,0,15.5,23.3,72,107,0
22,0,2,0.5,0,0,0.33,0,0.75,0.25,0.25,0,0,3.8,0,0,13.2,70,104,0
30,5,5,0,1.6,2.6,0.49,0.3,0.94,0.58,0,0.43,7.3,0,6.1,13.7,24.8,111,105,0
22,51,52,0.7,1,3.3,0.41,0.37,0.8,0.48,0.07,0.34,4.9,1.2,2.3,10.6,20.1,99,109,0
24,17.66666667,66.33333333,0.9,0.2,2,0.49,0.39,0.9,0.55,0.49,0.23,23.2,1.8,0.7,13.9,19.6,114,114,0
24.5,0,15.5,0.3,0.1,0.7,0.43,0.38,0.7,0.46,0.31,0.28,6.6,2.4,0.9,9.8,15.8,101,111,0
26,0,24,0.8,0.1,1.3,0.42,0.3,0.94,0.46,0.08,0.14,27.7,3.5,0.5,18,25,91,109,0
21,1.333333333,48.66666667,0.3,0.9,3.7,0.53,0.43,1,0.62,0.39,0.32,9.1,0.9,3.9,21.7,16.6,112,119,0
20,40,68.66666667,0.9,0.2,2.4,0.52,0.39,0.84,0.58,0.44,0.26,24,1.5,0.6,20.4,23.5,112,115,0
26,0,1,1,0,0,0.5,0,0.75,0,1,0,0,12.3,0,50,21.6,0,90,0
22,0,5,0.4,0,0.8,0,0.38,1,0.4,0.67,0.08,10.2,2.3,0,19.4,16.1,74,112,0
29.5,78,78.5,1,0.4,2.8,0.5,0.29,0.78,0.55,0.04,0.35,8.2,1.3,1,11.5,24.6,115,109,0
19.5,1,6.5,0.4,0.3,1.3,0.44,0.38,0.75,0.53,0.47,0.36,12.3,4.6,1.4,13.8,19.9,105,113,0
22.5,0,9.5,0.1,0.8,0.8,1,0.3,0.75,1,0.59,0.38,2.1,0.8,9.6,21.2,43.4,200,120,0
19,19,19,0.8,0.5,1.7,0.6,0.46,0.65,0.62,0.05,0.52,12.6,1.3,1.3,12.4,29.6,116,113,0
25,1,16,0.1,0,0.4,0.5,0.21,0.6,0.44,0.47,0.17,11.2,1.4,0,13.4,22.9,89,112,0
24,0,3,0,0.3,1.7,0.5,0,0.75,0.4,0.2,0,7.9,0,2.7,37.5,10.5,67,114,0
24,5.333333333,58,0.5,0.2,1.7,0.5,0.38,0.92,0.57,0.81,0.16,5.5,1.7,0.9,8.3,15.9,116,111,0
24,0,2,0.5,0,1,0.2,0.3,0.5,0.26,0,0.4,0,3.1,0,0,16.5,78,109,0
25,28,76.66666667,0.6,1.1,2.7,0.55,0.3,0.56,0.56,0,1.03,4.8,1.7,5,25.2,16.3,105,103,0
